Item name,<pqid>,<title>,<author_name>,<author_corrected>,<author_uninverted>,<startdate>,<enddate>,<displaydate>,<imprint>,<publisher_printer>,<place_of_publication>,<country_of_publication>,<pagination>,<shelfmark>,<source_library>,<source_collection>,<language>,<illustrations>
uni-ucl-jud-0126664-001,uni-ucl-jud-0126664-001,"Clavis sanctae seu hebraeae linguae : exhibens, I Sententias, quibus voces hebraeae omnes, (canonicae scilicet scripturae) sed singulae semel tantum, continentur, praeter syncategoremata, & paucas alias, quasi transcendentes dictiones. II Indicem vocum hebraicarum, secundum alphabeti & derivationis ordinem, cum respectu ad praemissas sententias /",Iohanne Meelführero,"Meelführer, Johann, 1570-1640.","Johann Meelführer, 1570-1640.",16280101,16281231,1628,"Noribergæ: Sumptibus & Typis Simonis Halbmayer, M. DC. XXVIII. [1628]",Simon Halbmayer,Nuremberg,Germany,"[22], 400 p. ; 17 cm.",MOCATTA P 5.8 MEE,University College London,"Special Collections, UCL Library",Latin & Hebrew,
uni-ucl-jud-0126664-002,uni-ucl-jud-0126664-002,"Johannis BuxtorfI Institutio epistolaris Hebraica, sive De conscribendis epistolis Hebraicis liber : cum epistolarum Hebraicarum centuria, ex quibus quinquaginta punctatae, Latinè explicatae & notis illustratae sunt /",Johannes Buxtorf,"Buxtorf, Johann, 1564-1629.","Johann Buxtorf, 1564-1629.",16290101,16291231,1629,"Basileae: Sumptibus Ludovici Regis, M. DC. XXIX. [1629]",Ludovicus Regis,Basel,Switzerland,"[30], 462 p. ; 15 cm.492",MOCATTA P 5.8 MEE,University College London,"Special Collections, UCL Library",Latin & Hebrew,
uni-ucl-jud-0126704-001,uni-ucl-jud-0126704-001,"Grammaticæ chaldaicæ et syriacæ libri III : cum facili vocabulorum difficilium explicatione grammatica, & pravorum ad veram linguae analogiam collatione. Inserta quoque passim est Dialectus talmudica & rabbinica.",Joh. Buxtorfi,"Buxtorf, Johann, 1564-1629.","Johann Buxtorf, 1564-1629.",16500101,16501231,1650,"Basileae: Sumptibus Haeredum Ludovici König, Anno M. DC. L. [16550]",Sumptibus Haeredum Ludovici König,Basel,Switzerland,"452, [8] p. ; 18 cm.",MOCATTA PR 105 BUX,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130399-001,uni-ucl-jud-0130399-001,A Sermon preached at the Christening of a certaine Jew at London,John Foxe,"Foxe, John",John Foxe,15780101,15781231,1578,"London: Christopher Barker, 1578.",Christopher Barker,London,England,,STRONG ROOM MOCATTA 1575 F6 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130400-001,uni-ucl-jud-0130400-001,A Sermon preached at the Christening of a certaine Jew at London,John Foxe,"Foxe, John",John Foxe,15780101,15781231,1578,"London: Christopher Barker, 1578.",Christopher Barker,London,England,,STRONG ROOM MOCATTA 1575 F6 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130413-001,uni-ucl-jud-0130413-001,"The baptizing of a Turke. : A sermon preached at the Hospitall of Saint Katherin, adioyning vnto her Maiesties Towre the 2. of October 1586. at the baptizing of one Chinano a Turke, borne at Nigropontus: by Meredith Hanmer, D. of Diuinitie.","Meredith Hanmer, D. of Divinitie","Hanmer, Meredith, 1543-1604.","Meredith Hanmer, 1543-1604.",15860101,15861231,[1586?].,"Robert Walde-graue, 1586.",Robert Walde-graue,,,[88] p. ; 15 cm.,STRONG ROOM MOCATTA 1586 H1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130470-001,uni-ucl-jud-0130470-001,"The calling of the Ievves. : A present to Iudah and the children of Israel that ioyned with him, and to Ioseph (the valiant tribe of Ephraim) and all the house of Israel that ioyned with him. The Lord give them grace, that they returne and seeke Iehovah their God, and David their King, in these latter dayes. There is prefixed an Epistle unto them, written for their sake in the Hebrue tongue, and translated into English. Published by William Gouge, B. of D. and Preacher of Gods word in Blacke fryers. London.","William Gouge, B. of D.","Finch, Henry, Sir, -1625.","Henry Finch, Sir, -1625.",16210101,16211231,1621,"London: Edward Griffin, 1621.",Edward Griffin,London,England,"[11], 234, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1621 F4 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130471-001,uni-ucl-jud-0130471-001,"The calling of the Ievves. : A present to Iudah and the children of Israel that ioyned with him, and to Ioseph (the valiant tribe of Ephraim) and all the house of Israel that ioyned with him. The Lord give them grace, that they returne and seeke Iehovah their God, and David their King, in these latter dayes. There is prefixed an Epistle unto them, written for their sake in the Hebrue tongue, and translated into English. Published by William Gouge, B. of D. and Preacher of Gods word in Blacke fryers. London.","William Gouge, B. of D.","Finch, Henry, Sir, -1625.","Henry Finch, Sir, -1625.",16210101,16211231,1621,"London: William Bladen, 1621.",Edward Griffin,London,England,"[11], 234, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1621 F4 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130476-001,uni-ucl-jud-0130476-001,"De vita et morte Mosis, libri tres. : Gilbertus Gaulmyn Molinensis ex MS. exemplaribus. Primus Hebraice edidit, Latina interpretatione & notis illustravit.",Gilbertus Gaulmin,"Gaulmin, Gilbertus",Gilbertus Gaulmin,16290101,16291231,MDCXXIX [1629].,"Parisiis: Tussanus Du Bray, M.DC.XXIX. [1629]",M.DC.XXIX,Paris,France,"8 p. l., 409 p., [7]p. ; 59 leaves ; 18 cm.",STRONG ROOM MOCATTA 1629 D4,University College London,"Special Collections, UCL Library",Latin & Hebrew,
uni-ucl-jud-0130477-001,uni-ucl-jud-0130477-001,"Erubhin or Miscellanies Christian and Judaicall, and others. : Penned for recreation at vacant houres. By Iohn Lightfoote, Master in Arts, sometimes of Christs Colledge in Cambridge.",John Lightfoote,"Lightfoot, John, 1602-1675.","John Lightfoot, 1602-1675.",16290101,16291231,1629,"London: G. Miller for Robert Swayne and William Adderton, 1629.",G. Miller for Robert Swayne and William Adderton,London,England,,STRONG ROOM MOCATTA 1629 L4 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130478-001,uni-ucl-jud-0130478-001,"Erubhin or Miscellanies Christian and Judaicall, and others. : Penned for recreation at vacant houres. By Iohn Lightfoote, Master in Arts, sometimes of Christs Colledge in Cambridge.",John Lightfoote,"Lightfoot, John, 1602-1675.","John Lightfoot, 1602-1675.",16290101,16291231,1629,"London: G. Miller for Robert Swayne and William Adderton, 1629.",G. Miller for Robert Swayne and William Adderton,London,England,"[10], 203, [3] p. ; 14 cm.",STRONG ROOM MOCATTA 1629 L4 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130480-001,uni-ucl-jud-0130480-001,"The mappe of Moses : or, a guide for governours. Two sermons lately preached before the iudges of assize, and magistrates of the towne of Reding, at two seuerall assemblies there held for the countie of Berk. By Theophilus Taylor, Master of Arts, and pastor of the parish of S. Laurence in Reding.",Theophilus Taylor,"Taylor, Theophilus, -1640.","Theophilus Taylor, -1640.",16290101,16291231,1629,"London: Thomas Harper, 1629.",Thomas Harper,London,England,"[4], 50 p. ; 19 cm.",STRONG ROOM MOCATTA 1629 T1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130482-001,uni-ucl-jud-0130482-001,"Jacobi Eberti Electa Hebræa septingenta quinquaginta: e libro Rabbinico Mibhchar happheninim : sive Selectarum gemmarum excerpta, in linguam Latinam translata, punctis insignita. Notis vero politioribus, ex philosophorum, legumiatorum, historicorum, oratorum, poetarum: non raro patrum etiam, tam Græcorum, quam Latinorum monumentis illustrata à Theodoro Eberto Jacobi Filio.",Jacobi Eberti,"Eberti, Jacobi",Jacobi Eberti,16300101,16301231,MDCXXX [1630].,"Francofurti ad Oderam: heredes Joannis Thymii, M.DC.XXX. [1630]",heredes Joannis Thymii,Frankfurt on the Oder,Germany,"[12], 400, [36] p. ; 18 cm",STRONG ROOM MOCATTA 1630 M4,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130483-001,uni-ucl-jud-0130483-001,"Moses and Aaron. : Ciuil and ecclesiastical rites, vsed by the ancient Hebrewes; obserued, and at large opened, for the clearing of many obscure texts thorowout the whole Scripture. Which texts are now added in the end of the booke. Herein likevvise is shewed what customes the Hebrewes borrowed from heathen people: and that many heathenish customes, originally haue beene vnwarrantable imitations of the Hebrewes. By Thomas Godwyn, B.D.","Thomas Godwyn, B.D.","Goodwin, Thomas, 1586 or 1587-1642.","Thomas Goodwin, 1586 or 1587-1642.",16310101,16311231,1631,London: John Haviland.,John Haviland,London,England,"[8], 300, [12] p. ; 18 cm.",STRONG ROOM MOCATTA 1631 G6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130489-001,uni-ucl-jud-0130489-001,"The Christian synagogue. : VVherein is contained the diverse reading, the right pointing, translation, and collation of Scripture with Scripture. With the customes of the Hebrewes and proselytes, and of all those nations, with whom they were conversant. Digested into three bookes· The first, shewing the meanes both inward and outward, to attaine to the knowledge of the sense of the whole Scripture. The second, unfoulding the true sense of the Scripture it selfe, as also teaching the right way of gathering doctrines from any text of Scripture. The third, teaching the true manner of confirmation, illustration, and application of doctrine, rightly gathered from the true sense of Scripture. Serving generally for a helpe to the understanding of all; that desire to know and obey the will of God in holy Writ; but more especially for all young students in divinitie, that they may more easily understand the languages of Canaan and Greeke, and make a profitable use of them in preaching. By Iohn Weemse, of Lathoquar, in Scotland, preacher of Christs Gospell.",John Weemse,"Weemes, John, 1579?-1636.","John Weemes, 1579?-1636.",16330101,16331231,1633,"London: Tho. Cotes, 1633.",Tho. Cotes,London,England,"[18], 308, [2] p. : ill. ; 21 cm.",STRONG ROOM MOCATTA 1633 W2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130493-001,uni-ucl-jud-0130493-001,Cl. v. Joh. Drusii Annotationes in Coheleth /,Joh. Drusii,"Drusius, Joannes, 1550-1616.","Joannes Drusius, 1550-1616.",16350101,16351231,Anno 1635.,"Amstelodami: Sumptibus Hendrici Laurentii, Bibliopolæ, Anno 1635.","Typis Frederici Heynsii, Typog. in Acad. Franekeranâ",Amsterdam,Netherlands,"[8], 201, [20] p. ; 20 cm.",STRONG ROOM MOCATTA 1635 D7,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130505-001,uni-ucl-jud-0130505-001,"The deliverance of the whole house of Israel, from all thier captivities. Forshewed in the II. chapter of the Epistle of Saint Paul to the Romans. : Or a briefe search, and inquirie into the mystery declared by Saint Paul in the same. Written for the establishing of the faithful in the truth, and for the information or reproofe of those, that misunderstanding the apostle, teach and conceive things from his words, contrary to the scriptures, and to his meaning.",Anonymous,Anonymous,Anonymous,16410101,16411231,1641,"London: R. Oulton, 1641.",R. Oulton,London,England,"[17], 62 p. ; 19 cm.",STRONG ROOM MOCATTA 1641 D2 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130510-001,uni-ucl-jud-0130510-001,"Rupes Israelis: the rock of Israel. : A little part of its glory laid forth in a sermon preached at Margarets in Westminster before the honorable House of Commons, at their monthly fast, Apr. 24. 1644. By Edmund Staunton, D.D. minister at Kingston upon Thames, in the county of Surrey, a member of the Assembly of Divines.","Edmund Staunton, D.D. Minister","Staunton, Edmund, 1600-1671.","Edmund Staunton, 1600-1671.",16440101,16441231,1644,London: Christopher Meredith.,Christopher Meredith,London,England,"[10], 29, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1644 S7,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130525-001,uni-ucl-jud-0130525-001,"The history of the rites, customes, and manner of life, of the present Jews, throughout the world. VVritten in Italian, by Leo Modena, a rabbine of Venice. Translated into English, by Edmund Chilmead, Mr. of Arts, and chaplain of Christ-Church Oxon.",Leo Modena,"Modena, Leone, 1571-1648.","Leone Modena, 1571-1648.",16500101,16501231,1650,"London: Jo. Martin, and Jo. Ridley, 1650.","Jo. Martin, and Jo. Ridley",London,England,"[46], 80, 91-249, [1] p. ; 14 cm.",STRONG ROOM MOCATTA 1650 M6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130529-001,uni-ucl-jud-0130529-001,"Miḳveh Yisraʼel, Esto es, Esperança De Israel : Obra con suma curiosidad conpuesta /",Menasseh Ben Israel,"Manasseh ben Israel, 1604-1657.","Manasseh ben Israel, 1604-1657.",16500101,16501231,Año. 410 [1650].,"Amsterdam: Semvel Ben Israel Soeiro, Año 5410. [1650]",Semvel Ben Israel Soeiro,Amsterdam,Netherlands,"8 p. l., 126 p., 1 leaf ; 16 cm.",STRONG ROOM MOCATTA 1650 M1 (4),University College London,"Special Collections, UCL Library",Catalan,
uni-ucl-jud-0130531-001,uni-ucl-jud-0130531-001,Ioannis Seldeni De synedriis & præfecturis iuridicis veterum Ebræorum liber primus.,Ioannis Seldeni,"Selden, John, 1584-1654.","John Selden, 1584-1654.",16500101,16501231,MDCL. [1650].,"LONDINI: Jacobi Flesher, MDCL. [1650]",Jacobi Flesher,London,England,"[2], XII, [8], 656, [2] p. ; 19 cm.",STRONG ROOM MOCATTA 1650-55 S2/1,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130553-001,uni-ucl-jud-0130553-001,"A brief ansvver to some of the objections and demurs made against the coming in and inhabiting of the Jevvs in this Common-vvealth. : With a plea on their behalf, or some arguments to prove it not only lawful, but the duty of those whom it concerns to give them their liberty and protection (they living peaceably) in this nation.",Thomas Collier,"Collier, Thomas.",Thomas Collier,16560101,16561231,1656,"London: Thomas Brewster, 1656.",Henry Hills,London,England,"[6], 24, [2] p. ; 19 cm.",STRONG ROOM MOCATTA 1656 C6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130560-001,uni-ucl-jud-0130560-001,"A short demurrer to the Jewes long discontinued remitter into England. : Comprising an exact chronological relation of their first admission into, their ill deportment, misdemeanors, condition, sufferings, oppressions, slaughters, plunders, by popular insurrections, and regal exactions in; and their total, final banishment by judgment and edict of Parliament, out of England, never to return again: collected out of the best historians. With a brief collection of such English laws, Scriptures, as seem strongly to plead, and conclude against their readmission into England, especially at this season, and against the general calling of the Jewish nation. With an answer to the chief allegations for their introduction. By William Prynne Esq; a bencher of Lincolnes-Inne.",William Prynne Esq,"Prynne, William, 1600-1669.","William Prynne, 1600-1669.",16560101,16561231,1656,"London: Edward Thomas, 1656.",Edward Thomas,London,England,"[12], 105, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1656 P7 (1),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130561-001,uni-ucl-jud-0130561-001,"A short demurrer to the Jewes long discontinued remitter into England. : Comprising an exact chronological relation of their first admission into, their ill deportment, misdemeanors, condition, sufferings, oppressions, slaughters, plunders, by popular insurrections, and regal exactions in; and their total, final banishment by judgment and edict of Parliament, out of England, never to return again: collected out of the best historians. With a brief collection of such English laws, Scriptures, as seem strongly to plead, and conclude against their readmission into England, especially at this season, and against the general calling of the Jewish nation. With an answer to the chief allegations for their introduction. By William Prynne Esq; a bencher of Lincolnes-Inne.",William Prynne Esq,"Prynne, William, 1600-1669.","William Prynne, 1600-1669.",16560101,16561231,1656,"London: Edward Thomas, 1656.",Edward Thomas,London,England,"[12], 105, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1656 P7(2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130573-001,uni-ucl-jud-0130573-001,"A new letter from Aberdeen in Scotland, sent to a person of quality. : Wherein is a more full account of the proceedings of the Jevves, than hath been hitherto published. By R.R.",R. R.,R. R.,R. R.,16650101,16651231,"in the year, 1665.","London: A. Maxwell, 1665.",A. Maxwell,London,England,"[2], 3 [i.e 6] p. ; 19 cm.",STRONG ROOM MOCATTA 1665 R1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130574-001,uni-ucl-jud-0130574-001,"A new letter concerning the Jevves, : written by the French ambassador, at Constantinople, to his brother the French resident at Venice. Being a true relation of the proceedings of the Israelites, the wonderful miracles wrought by their prophet, with the terrible judgments that have fallen upon the Turks.",Anonymous,"Chaumont, Alexandre, chevalier de, -1710.","chevalier de Chaumont, Alexandre,  -1710.",16660101,16661231,1666,"LONDON: Robert Boulter, 1666.",A. Maxwell,London,England,"[2], 6 p. ; 19 cm.",STRONG ROOM MOCATTA 1666 C3,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130576-001,uni-ucl-jud-0130576-001,"A brief relation of several remarkable passages of the Jevves, : in their journey out of Persia, and Tartaria, towards Jerusalem. Relating how the Persians were strucken with blindness, when they attempted to rifle the houses of the Jews, and spoyl their goods. as also, ho the Caspian Mountains became a plain; and the rivers were dryed before them. As it was delivered in a letter, written by Dom. Mareschalck Lira, from Vienna, to the Elector Palatine: very lately sent into England by a worthy man to his good friend in London.",Dom. Mareschalck Lira,"Lira, Mareschalck.",Mareschalck Lira.,16660101,16661231,"Printed in the second month, and hoped-for year of Israels restoration, 1666.",1666,,,,8 p. ; 18 cm.,STRONG ROOM MOCATTA 1666 L4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130577-001,uni-ucl-jud-0130577-001,"Several new letters concerning the Jevves : sent to divers persons of qvality here in England: being a perfect relation of the miracles wrought by their prophet, the magnificence of their King, with the manner of his entertainment in the court of the Grand Signior.",Anonymous,Anonymous,Anonymous,16660101,16661231,MDCLXVI. [1666].,"LONDON: Robert Boulter, MDCLXVI. [1666]",A. Maxwell,London,England,"[2], 6 p. ; 19 cm.",STRONG ROOM MOCATTA 1666 S2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130579-001,uni-ucl-jud-0130579-001,"The wonder of all Christendom; : and great miracles, wrought by the famous Nathan, a prophet of the Jewes: with his raising of the dead, at the sepulchre of the prophet Zacharias, in the presence of the learned Rabbi Gagas, and some others; [hand] The voice of glad tidings, and a call to the Ten Tribes. Also, their further proceedings, under the royal conduct and command of their new king Saboth-Levi; and their great and eminent actions throughou[t] all Judea. [hand] Being the true copy of a letter sent to the East-India Company; as also another from the City of Jerusalem; a third from the Spanish Embassador at Rome, to Don Cassel de Rodrigo, governour of Bruxels in Flanders; and a fourth from P. Secarius to divers London ministers.",P. Sagarius,P. Sagarius,P. Sagarius,16660101,16661231,[1666?].,G. Welden.,G. Welden,,,"[1], 5 p. ; 19 cm.",STRONG ROOM MOCATTA 1666 W6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130581-001,uni-ucl-jud-0130581-001,"Nevvs from the Jews, or a true relation of a great prophet, : in the southern parts of Tartaria; pretending himself to be sent to gather together the Jews from all parts: as well the ten tribes that have so long absconded themselves from the world; as the known tribes of Judah and Benjamin: promising to them the restoration of the land of Canaan, and all that they formerly enjoyed in the time of King Solomon. As it was communicated to Rabbi Josuah ben Eleazar, merchant in Amsterdam, by a letter from Adrianople. Faithfully translated into English, by Josephus Philo-Judæus, gent. With allowance.",Gorion ben Syrach,"Ben Syrach, Gorion.",Gorion Ben Syrach.,16710101,16711231,Anno Domini 1671.,"LONDON: A.G., Anno Domini, 1671.",A.G.,London,England,"[2], 6 p. ; 20 cm.",STRONG ROOM MOCATTA 1671 B2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130406-001,uni-ucl-jud-0130406-001,"Di Flavio Giuseppe, della guerra de'giudei : Libri vii : Libri due contra Apione; e dell'imperio della ragione /",Di Flavio Giuseppe,"Josephus, Flavius.",Flavius Josephus.,15810101,15811231,MDLXXXI [1581].,"Vinegia: Gio. et Gio. Paolo Gioliti de' Ferrari, M D LXXXI. [1581]",Gio. et Gio. Paolo Gioliti de' Ferrari,Venice,Italy,"[16], 525, [1] p.",STRONG ROOM MOCATTA 1581 J6,University College London,"Special Collections, UCL Library",Italian,
uni-ucl-jud-0130528-001,uni-ucl-jud-0130528-001,"Miḳveh Yisraʼel, Esto es, Esperança De Israel : Obra con suma curiosidad conpuesta /",Menasseh Ben Israel,"Manasseh ben Israel, 1604-1657.","Manasseh ben Israel, 1604-1657.",16500101,16501231,Año. 410 [1650].,"Amsterdam: Semvel Ben Israel Soeiro, Año 5410. [1650]",Semvel Ben Israel Soeiro,Amsterdam,Netherlands,"8 p. l., 126 p., 1 leaf ; 16 cm.",STRONG ROOM MOCATTA 1650 M1 (3),University College London,"Special Collections, UCL Library",Catalan,
uni-ucl-jud-0130565-001,uni-ucl-jud-0130565-001,"Philologus Hebræus : in quo pleraeque quæstiones generales philologico-hebraicæ, concernentes textum Hebræum Veteris Test. dilucidè pertractantur : in fine adjunctus est catalogus Hebraicus & Latinus sexcentorum & tredecim præceptorum, in quæ totus Pentateuchus ex sententiâ Judæorum divisus est. Authore Johanne Leusden.",Joanne Leusden,"Leusden, Johannes, 1624-1699.","Johannes Leusden, 1624-1699.",16570101,16571231,Anno MDCLVII [1657].,"Ultrajecti: Meinardum à Dreunen, Anno CIƆ IƆC LVII. [1657]",Meinardum à Dreunen,Utrecht,Netherlands,"[22], 461, [10] p. : ill., port. ; 19 cm.",STRONG ROOM MOCATTA 1657 L2/1,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130565-002,uni-ucl-jud-0130565-002,"Philologus hebræo-mixtus, una cum spicilegio philologico, continente decem quæstionum & positionum præcipuè philologico-hebraicarum & judaicarum centurias. Authore Johanne Leusden.",Johanne Leusden,"Leusden, Johannes, 1624-1699.","Johannes Leusden, 1624-1699.",16630101,16631231,Anno MDCLXIII [1663].,"Ultrajecti: Henrici Versteegh, Anno CIƆ IƆ C LXIII. [1663]",Henricus Versteegh,Utrecht,Netherlands,"[6], 461, [10] p. ; 19 cm.",STRONG ROOM MOCATTA 1657 L2/2,University College London,"Special Collections, UCL Library",Latin,
