Item name,<pqid>,<title>,<author_name>,<author_corrected>,<author_uninverted>,<startdate>,<enddate>,<displaydate>,<imprint>,<publisher_printer>,<place_of_publication>,<country_of_publication>,<pagination>,<shelfmark>,<source_library>,<source_collection>,<language>,<illustrations>
uni-ucl-jud-0130502-001,uni-ucl-jud-0130502-001,"The book of common prayer, and administration of the sacraments: and other rites and ceremonies of the Church of England, with the psalter or psalmes of David.",Church of England,Church of England.,Church of England.,16370101,16371231,1637,Cambridge: 1637.,University of Cambridge,Cambridge,England,88] p. ; 24 cm.,STRONG ROOM MOCATTA 1637 C3/1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130502-002,uni-ucl-jud-0130502-002,"The genealogies recorded in the Sacred Scriptvres, according to euery family and tribe. With the line of our Sauiour Iesus Christ, obserued from Adam to the Blessed Virgin Mary by J.S.",J.S. John Speed,"Speed, John, 1552?-1629.","John, Speed, 1552?-1629.",16370101,16371231,1637?].,Cambridge: 1637.,University of Cambridge,Cambridge,England,"[40] p. : chiefly geneal. tables, 1 map. ; 24 cm.",STRONG ROOM MOCATTA 1637 C3/2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130502-003,uni-ucl-jud-0130502-003,"The Holy Bible containing the Old Testament and the Nevv: newly translated out of the originall tongues, and with the former translations diligently compared and revised, by his Maiesties speciall command. Appointed to be read in Churches.",Annoymous,Annoymous,Annoymous,16370101,16371231,1637,Cambridge: 1637.,University of Cambridge,Cambridge,England,"16], 918, [2] p. ; 24 cm.",STRONG ROOM MOCATTA 1637 C3/3,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130502-004,uni-ucl-jud-0130502-004,"The whole book of Psalmes: collected into English metre, by Thomas Sternhold, John Hopkins, and others, conferred with the Hebrew, with apt notes to sing them withall. Set forth and allowed to be sung in all churches, of all the people together, before and after morning and evening prayer, and also before and after sermons: and moreover in private houses, for their godly solace and comfort, laying apart all ungodly songs and ballads, which tend onely to the nourishing of vice, and corrupting of youth.","Thomas Sternhold, John Hopkins and others","Sternhold, Thomas, -1549. Whole book of Psalms.","Thomas, Sternhold, -1549. Whole book of Psalms.",16370101,16371231,Ann. Dom. 1637.,Cambridge: 1637.,University of Cambridge,Cambridge,England,"[10], 94 p. : music ; 24 cm.",STRONG ROOM MOCATTA 1637 C3/4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0033248-001,uni-ucl-jud-0033248-001,"The famovs and memorable workes of Iosephvs, a man of mvch honovr and learning among the Iewes. Faithfully translated out of the Latin, and French, by Tho. Lodge Doctor in Physicke.",Tho. Lodge,"Josephus, Flavius.","Flavius, Josephus.",16020101,16021231,1602,"London: Peter Short, 1602.","G.Bishop, S.Waterson, P.Short and Tho. Adams",London,England,"[12], 554, [4], 555-812, [28] p ; 32 cm.",STRONG ROOM MOCATTA QUARTO 1602 J6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130401-001,uni-ucl-jud-0130401-001,"A compendious and most marueilous historie of the latter tymes of the Iewes common weale, : begynnyng where the Byble or Scriptures leaue, and continuyng to the vtter subuertion and laste destruction of that countrey and people. Written in Hebrue by Ioseph Ben Gorion, a noble man of the same countrey, who sawe the most thynges hymselfe, and was aucthour and doer of a great part of the same. Translated into Englishe by Peter Morwyng, of Magdalen Colledge in Oxforde.","Ioseph Ben Gorion, Peter Morwyng","Gorion Ioseph Ben, Morwyng Peter","Ioseph Ben Gorion, Peter Morwyng",15750101,15751231,1575,"London: Richard Iugge, 1567.",Richard Iugge,London,England,"[4], 76, 75-82, 85-172, 172-251, 352-357, [2] leaves ; 15 cm.",STRONG ROOM MOCATTA 1575 J6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130530-001,uni-ucl-jud-0130530-001,"The hope of Israel : written by Menasseh ben Israel, a Hebrew divine, and philosopher. Newly extant, and printed in Amsterdam, and dedicated by the author to the High Court, the Parliament of England, and to the Councell of State. Translated into English, and published by authority. In this treatise is shewed the place where the ten tribes at this present are, proved, partly by the strange relation of one Anthony Montezinus, a Jew, of what befell him as he travelled over the Mountaines Cordillære, with divers other particulars about the restoration of the Jewes, and the time when.",Menasseh Ben Isreal,"Manasseh ben Israel, 1604-1657.","Israel, Manasseh ben, 1604-1657.",16500101,16501231,1650,"London: R.I, 1650.",Hannah Allen,London,England,"[14], 90 p. ; 14 cm.",STRONG ROOM MOCATTA 1650 M1 (5),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0015065-001,uni-ucl-jud-0015065-001,"Giosefo : il quale, con memorabil' esempio della divina giustitia, contiene l'assedio, e ultima destruttione di Gierusalem, & tutto'l Regno de gli Hebrei, sotto Vespasiano, e Tito : dal greco, nell'idioma toscano tradotto : ultimamente con diligenza corretto, & in molti luoghi di non poco momento migliorato.",Giosefo,"Josephus, Flavius.","Flavius., Josephus.",15520101,15521231,MDLII [1552].,"Vinegia: Giovan Maria Bonello, MDLII. [1552]",Giovanni Maria Bonelli,Venice,Italy,"[1], 328 leaves ; 15 cm.",STRONG ROOM MOCATTA 1552 J6,University College London,"Special Collections, UCL Library",Italian,
uni-ucl-jud-0015072-001,uni-ucl-jud-0015072-001,"Fl. Iosephi De bello iudaico libri septem : eiusdem: Contra Apionem libri duo; De imperio rationis: sive, De Machab{ae}is liber unus.",Fl.Josephi,"Flavius, Josephus.","Flavius, Josephus.",15460101,15461231,1546,"Lvgdvni: Sev. Gryphiva, 1546.",Sebastian Gryphius,Lyon,France,"582, [16] p ; 19 cm.",STRONG ROOM MOCATTA 1546 J6,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015092-001,uni-ucl-jud-0015092-001,Iosippus De bello Iudaico : Deinde decem Iudaeorum captiuitates & Decalogus cum eleganti commentariolo Rabbi Aben Esra /,Josippus De Bell,"Bell, Josippus De ","Josippus De, Bell",15590101,15591231,1559,Basileae: 1559.,,Basel,Switzerland,"23, [1], 343, 96 p. ; 15 cm.",STRONG ROOM MOCATTA 1559 J6 (3),University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130611-001,uni-ucl-jud-0130611-001,"God\U+2019\s covenant displayed, by John Alexander a converted Jew. With a prooemial discourse of the reasons of his conversion.",John Alexander,"Alexander, John, converted Jew.","John, Alexander, converted Jew.",16890101,16891231,1689,"London: Walter Kettilby, 1689.",Walter Kettilby,London,England,"[6], 33, [1] p. ; 21 cm.",STRONG ROOM MOCATTA 1689 A5,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0113186-001,uni-ucl-jud-0113186-001,"Histoire de Fl. Iosephe sacrificateur Hebrieu : mise en Francois, reueuë sur le Grec, & illustree de chronologie, figures, annotations, & tables, tant des chapitres, que des principales matieres /",Fl. Josephe,"Josephus, Flavius.","Flavius, Josephus.",15780101,15781231,MDLXXVIII [1578].,"Paris: Pierre LHuillier, MDLXXVIII. [1578]",Pierre L'Huillier,Paris,France,"[5], 118, [5] leaves : ill. ; 33 cm.",STRONG ROOM MOCATTA FOLIO 1578 J6 (1),University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0015245-001,uni-ucl-jud-0015245-001,"Flavii Iosephi Hebraei Antiqvita tvm Ivdaicarvm libri XX. / : Nouissime iam ad uetustissima exemplaria diligenter recogniti, interprete Ruffino. Eiusdem De bello Iudaico libri VII. Contra Apionem libri II. De Machabæis liber unus, ab erasmo recognitus. Accesserunt Berosi Babylonij antiquitatum libelli quinq[ue], Manethonis supplementum in Berosum, Metasthenis Persæ fragmentum de iudiciotemporum & annalium Persarum.",Flavii IO,"Josephus, Flavius.","Flavius, Josephus.",15340101,15341231,Anno M.D.XXXIIII. [i.e. 1534].,"Colonie: Eucha rii Ceruicorni, MDXXXIIIII. [1534]",The House of Eucharius Cervicornus,Cologne,Germany,"[32], 2-335 ff. , [8] p. ; 32 cm.",STRONG ROOM MOCATTA FOLIO 1534 J6/1-2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015245-002,uni-ucl-jud-0015245-002,"EGESIPPI HISTORIOGRAPHI inter scriptores ecclesiasticos vetustissimi, de rebus a Iudaeorum principibus in obsidione fortiter gestis, deq[ue] excisio dio Hierosolymorum, aliarumq[ue] civitatum adiectum, libri V, diuò Am- brosio Mediolanensi episcopo interprete.",Hegesippus,Hegesippus.,Hegesippus,15440101,15441231,1544,"Coloniam: Jasper Gennepaeus, 1544.",Jasper Gennepaeus,Cologne,Germany,,STRONG ROOM MOCATTA FOLIO 1534 J6/1-2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0130486-001,uni-ucl-jud-0130486-001,"An explanation of the ceremoniall lavves of Moses, as they are annexed to the tenne commandments. : Wherein are cleared divers customes of the Iewes, and also the customes of the Gentiles, as they have realtion to the Iewish, out of the originall tongues, the Hebrew and Greeke. Together with directions how to make the right use of them in preaching. All serving to let us see how they leade us as types to Iesus Christ, whom we see more clearely when the vayle is taken away. By Iohn Weemse, of Lathocker in Scotland, Preacher of Christs Gospell.",John Weemse,"Weemes, John, 1579?-1636.","John, Weemes ,1579?-1636.",16220101,16221231,1622 [i.e. 1632?].,"London: T.Cotes, 1622.",John Bellamie,London,England,"[32], 261 p. : ill. ; 22 cm.",STRONG ROOM MOCATTA 1632 W2/1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130486-002,uni-ucl-jud-0130486-002,"An explication of the iudiciall lawes of Moses. : Plainely discovering divers of their ancient rites and customes. As in their governours, government, Synedrion, punishments, civill accompts, contracts, marriages, warres, and burialls. Also their oeconomicks, (Vizt.) their dwellings, feasting, clothing, and husbandrie. Together with two treatises, the one shewing the different estate of the godly and wicked in this life and in the life to come. The other, declaring how the wicked may be inlightened by the preaching of the Gospel, and yet become wrose after they be illuminated. All which are cleered out of the originall languages, and doe serve as a speciall helpe for the true understanding of divers difficult texts of Scriptures. By Iohn Weemse, of Lathocker in Scotalnd, Preacher of Gods Word.",John Weemse,"Weemes, John, 1579?-1636.","John, Weemes ,1579?-1636.",16220101,16221231,1622 [i.e. 1632?].,"London: John Dawson, 1622.",John Bellamie,London,England,"[30], 221, [1] p. : ill. ; 22 cm.",STRONG ROOM MOCATTA 1632 W2/2,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130486-003,uni-ucl-jud-0130486-003,"Exercitations divine. : Containing diverse questions and solutions for the right understanding of the Scriptures. Proving the necessitie, majestie, integritie, perspicuitie, and sense thereof. As also shewing the singular prerogatives wherewith the Lord indued those whom he appointed to bee the pen-men of them. Together with the excellencie and use of divinitie above all humane science. All which are cleared out of the Hebrew, and Greeke, the two originall languages in which the Scriptures were first written, by comparing them with the Samaritane, Chaldie, and Syriack copies, and with the Greeke interpretors, and vulgar Latine translation. By Iohn Weemse, of Lathocker in Scotalnd, Preacher of Christs Gospell.",John Weemse,"Weemes, John, 1579?-1636.","John, Weemes ,1579?-1636.",16220101,16221231,1622 [i.e. 1632?].,"London: T.Cotes, 1622.",John Bellamie,London,England,"[30], 188, [3] p. ; 22 cm.",STRONG ROOM MOCATTA 1632 W2/3,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0015264-001,uni-ucl-jud-0015264-001,"Egesippi, des hochberühmten fürtrefflichen christlichen Geschichtschreibers : fünff Bücher : vom Iüdischen Krieg / vnd endlicher zerstörung der Herrlichen vnd gewaltigen Statt Jerusalem. Ietz newlich auss dem Latein auffs trewlichest verteutschet / mit kurtzen Summarien aller vnd jeder Bücher vnd Capitel / Auch ordenlicher Iarrechnung gezieret /vnd mit Concordantzen beydes auff die Heylige Bibel vnd vnsern newen Teutschen Iosephum gerichtet. Samt eynem nutzlichen Register vnd schönen Figuren ...",Flavii Josephi,"Josephus, Flavius.","Flavius., Josephus.",15950101,15951231,MDXCV [1595],"Strasburg: Theodosium Ribel, MDXCV. [1595]",Theodosius Rihel,Strasbourg,France,"[x], 214, [9] p. : ill. ; 35 cm.",STRONG ROOM MOCATTA FOLIO 1595 J6/1-2,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0130396-001,uni-ucl-jud-0130396-001,"Giosefo Flauio historico delle antichità & Guerre giudaiche : nuouamente raccolte tutte insieme, & da molti errori emendate, & con molta diligenza stampate. Aggiuntovi due tavole, una de capitoli, & l'altra delle cose notabili, accio il lettore facilmente possi ritrovavi luoghi da lui desiderati.",Giosefo Flavio,"Josephus, Flavius.","Flavius., Josephus.",15740101,15741231,MDLXXIIII [1574].,"Venetia: Giacomo Vidali, MDLXXIIII. [1574]",Giacomo Vidali,Venice,Italy,"[vii], 159, [1], 156 leaves ; 20 cm.",STRONG ROOM MOCATTA 1574 J6,University College London,"Special Collections, UCL Library",Italian,
uni-ucl-jud-0130457-004,uni-ucl-jud-0130457-004,"The Holy Bible, : conteyning the Old Testament, and the New: newly translated out of the originall tongues: & with the former translations diligently compared and reuised. by his Maiesties speciall comandement. Appointed tobe [sic] read in churches.",Annoymous,Annoymous,Annoymous,16120101,16121231,Anno dom. 1612].,1612,,,,[1312] p. : ill. maps ; 22 cm.,STRONG ROOM MOCATTA 1612 B4/4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0015258-001,uni-ucl-jud-0015258-001,Flavij Josephi des hochberühmpten Jüdischen Geschichtschreibers Historien und Bücher : von alten Jüdischen Geschichten zwentzig sampt einem von seinem Leben ; vom Jüdischen Krieg und der Statt Jerusalem endtlicher- zerstorung siben; von alten herkommen der Juden wider den Apionem von Alexandria zwey; von der Machabeern oder vom Regiment der vernunfft eins /,Flavii Josephi,"Josephus, Flavius.","Flavius., Josephus.",15730101,15731231,MDLXXIII [1573].,"Francffurt: Georg Raben, MDLXXIII. [1573]",Georg Raben and Weigand Hanen's Heirs,Frankfurt,Germany,"[4], 348 leaves; [26],[1] blank, 178, [6] leaves : ill. ; 34 cm.",STRONG ROOM MOCATTA FOLIO 1573 J6,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0130421-001,uni-ucl-jud-0130421-001,"A compendious and most meruailous historie of the latter times of the Iewes common VVeale : beginning where the Bible or scriptures leaue, and continuing to the vtter subuertion and last destruction of that countrey and people /",Josephi Des Hoch,"Des Hoch, Josephi.","Josephi, Des Hoch.",15390101,15391231,An. Do. 1593.,Strasburg: MDXXXIX. [1539],,Strasbourg,Germany,"[4], 232, [4] leaves ; 15 cm.",STRONG ROOM MOCATTA 1593 J6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0098689x15-001,uni-ucl-jud-0098689x15-001,"THE JEW TURNED CHRISTIAN; OR, THE Corner-Stone: WHEREIN IS An assertion of Christ being the true MESSIAH.",John Jacob,"Jacob, John","John, Jacob",16780101,16781231,1678,"London: A.M and R.R.., 1678.",Tho Cockerill,London,England,,SR MOCATTA PAMPHLETS BOX 3 (A 106 JAC),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0015234-001,uni-ucl-jud-0015234-001,Josephus de antiquitatibus ac de bello judaico.,"Flavius., Josephus.","Josephus, Flavius.","Flavius., Josephus.",15100101,15101231,Anno Salutis nostrae MDX Die xxix. Mensis octobris. [1510].,"Venetiis: Gergorius de Gergoriis, MDX. [1510]",Gregorius de Gregoriis,Venice,Italy,"[13], cclx, [1] leaves ; 30 cm.",STRONG ROOM MOCATTA FOLIO 1510 J6/1-2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015234-002,uni-ucl-jud-0015234-002,Cornelii Taciti historici gravissimi disertissimiq[ue] fragmenta accurate recognita ac nova censura castigata. /,Cornelii Taciti,"Tacitus, Cornelius.","Cornelius, Tacitus.",15120101,15120131,Anno domini Mcccccxii. Die xx. Mensis Iulii. [1512].,"Venetiis: Joanne Rubeu, MCCCCXCII. [1492]",Joannes Rubeus,Venice,Italy,[233] ff. ; 30 cm.,STRONG ROOM MOCATTA FOLIO 1510 J6/2,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015260-001,uni-ucl-jud-0015260-001,Flauij Josephi des Hochberühmten Jüdischen Geschichtschreibers Historien vnd Bücher : von alten Jüdischen Geschichten zwentzig sambt eynem von seinem Leben: Vom Jüdischen Krieg vnd der Statt Ierusalem vnd des gantzen Lands zerstörung siben: Von der Juden altem Herkommen wider Apionem Grammaticum zwey: Von Meysterschafft der Vernunfft vnd der Machabeer Marter eyns. Alles auss dem Griechischen Exemplar samt aller Bücher vnd Capitel Summarischer Inhalt mit höchstem fleiss von newem verteutscht vnd zugerichtet darzu mit Biblischen Concordantzen Iarrechnung ordenlichem Register vnd schönen Figuren dessgleichen vorhin im Truck nie aussgangen gezieret.,Flavii Josephi,"Josephus, Flavius.","Flavius, Josephus.",15920101,15921231,MDXCII [1592]].,"Strasburg: Theodosium Ribel, MDXCII. [1592]",Theodosius Rihel,Strasbourg,France,"[10], 524, [40] p. : ill. ; 35 cm.",STRONG ROOM MOCATTA FOLIO 1592 J6 (2)/1,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0015260-002,uni-ucl-jud-0015260-002,"Egesippi, des hochberühmten fürtrefflichen christlichen Geschichtschreibers : fünff Bücher : vom Iüdischen Krieg vnd endlicher zerstörung der Herrlichen vnd gewaltigen Statt Jerusalem. Ietz newlich auss dem Latein auffs trewlichest verteutschet mit kurtzen Summarien aller vnd jeder Bücher vnd Capitel Auch ordenlicher Iarrechnung gezieret vnd mit Concordantzen beydes auff die Heylige Bibel vnd vnsern newen Teutschen Iosephum gerichtet. Samt eynem nutzlichen Register vnd schönen Figuren.",Hegesippus,Hegesippus.,Hegesippus,15920101,15921231,"Durch Theodosium Rihel,","Strasburg: Theodosium Ribel, MDXCII. [1592]",Theodosius Rihel,Strasbourg,France,"[5], 118, [59] leaves : ill. ; 35 cm.",STRONG ROOM MOCATTA FOLIO 1592 J6 (2)/2,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0015264-002,uni-ucl-jud-0015264-002,Flauij Iosephi des Hochberühmten Iüdischen Geschichtschreibers Historien vnd Bücher : von alten Iüdischen Geschichten zwentzig samt eynem von seinem Leben: Vom Iüdischen Krieg vnd der Statt Ierusalem vnd des gantzen Lands zerstörung siben: Von der Iuden altem Herkommen wider Apionem Grammaticum zwey: Von Meysterschafft der Vernunfft vnd der Machabeer Marter eyns. Alles auss dem Griechischen Exemplar samt aller Bücher vnd Capitel Summarischer Inhalt mit höchstem fleiss von newem verteutscht vnd zugerichtet darzu mit Biblischen Concordantzen Iarrechnung ordenlichem Register vnd schönen Figuren dessgleichen vorhin im Truck nie aussgangen gezieret.,Hegesippus,"Josephus, Flavius.","Flavius, Josephus.",15950101,15951231,[MDXCV. [1595]].,"Strasburg: Theodosium Ribel, MDXCV. [1595]",Theodosius Rihel,Strasbourg,France,"[x], 946, [40] p. : ill. ; 35 cm",STRONG ROOM MOCATTA FOLIO 1595 J6/1,University College London,"Special Collections, UCL Library",German,
uni-ucl-jud-0015249-001,uni-ucl-jud-0015249-001,"Histoire de Fl. Iosephe, sacrificatevr Hebriev, /",Fl. Josephe,"Josephus, Flavius.","Flavius, Josephus.",15580101,15581231,1558,"Lion: Jean Temporal, 1558.",Francois Bourgoing,Lyon,France,"2 v., 718, [61]; [8], 271, [23] p. ; 33 cm.",STRONG ROOM MOCATTA FOLIO 1558 J6,University College London,"Special Collections, UCL Library",French,
