Image name,Image url link,Image url link,Image,Page_type_1,Page_type_2,Colour,Pagenumber,illustration_type_1,instances_of_1,illustration_type_2,instances_of_2,illustration_type_3,instances_of_3,illustration_type_4,instances_of_4,illustration_type_5,instances_of_5,translation
uni-ucl-jud-0130548-001-0001L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0213L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0213L.jpg,,None,,Monochrome,,,,,,,,,,,,
uni-ucl-jud-0130548-001-0002R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0214R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0214R.jpg,,None,,Monochrome,,Handwritten page/insert,1,,,,,,,,,
uni-ucl-jud-0130548-001-0003L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0211L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0211L.jpg,,Index page,,Monochrome,,,,,,,,,,,,
uni-ucl-jud-0130548-001-0004R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0212R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0212R.jpg,,Index page,,Monochrome,,,,,,,,,,,,
uni-ucl-jud-0130548-001-0005L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0209L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0209L.jpg,,Index page,,Monochrome,I,Illustrated page borders,1,,,,,,,,,
uni-ucl-jud-0130548-001-0006R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0210R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0210R.jpg,,Index page,,Monochrome,(112),,,,,,,,,,,
uni-ucl-jud-0130548-001-0007L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0207L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0207L.jpg,,None,,Monochrome,(111),,,,,,,,,,,
uni-ucl-jud-0130548-001-0008R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0208R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0208R.jpg,,None,,Monochrome,(110),,,,,,,,,,,
uni-ucl-jud-0130548-001-0009L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0205L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0205L.jpg,,None,,Monochrome,(109),,,,,,,,,,,
uni-ucl-jud-0130548-001-0010R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0206R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0206R.jpg,,None,,Monochrome,(108),,,,,,,,,,,
uni-ucl-jud-0130548-001-0011L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0203L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0203L.jpg,,None,,Monochrome,(107),,,,,,,,,,,
uni-ucl-jud-0130548-001-0012R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0204R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0204R.jpg,,Chapter page,,Monochrome,(106),,,,,,,,,,,
uni-ucl-jud-0130548-001-0013L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0201L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0201L.jpg,,None,,Monochrome,(105),,,,,,,,,,,
uni-ucl-jud-0130548-001-0014R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0202R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0202R.jpg,,None,,Monochrome,(104),,,,,,,,,,,
uni-ucl-jud-0130548-001-0015L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0199L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0199L.jpg,,None,,Monochrome,(103)|H4,,,,,,,,,,,
uni-ucl-jud-0130548-001-0016R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0200R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0200R.jpg,,None,,Monochrome,(102),,,,,,,,,,,
uni-ucl-jud-0130548-001-0017L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0197L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0197L.jpg,,None,,Monochrome,(101)|H3,,,,,,,,,,,
uni-ucl-jud-0130548-001-0018R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0198R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0198R.jpg,,None,,Monochrome,(100),,,,,,,,,,,
uni-ucl-jud-0130548-001-0019L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0195L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0195L.jpg,,None,,Monochrome,(99)|H2,,,,,,,,,,,
uni-ucl-jud-0130548-001-0020R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0196R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0196R.jpg,,None,,Monochrome,(98),,,,,,,,,,,
uni-ucl-jud-0130548-001-0021L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0193L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0193L.jpg,,None,,Monochrome,(97)|H,,,,,,,,,,,
uni-ucl-jud-0130548-001-0022R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0194R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0194R.jpg,,Chapter page,,Monochrome,(96),,,,,,,,,,,
uni-ucl-jud-0130548-001-0023L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0191L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0191L.jpg,,None,,Monochrome,(95),,,,,,,,,,,
uni-ucl-jud-0130548-001-0024R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0192R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0192R.jpg,,None,,Monochrome,(94),,,,,,,,,,,
uni-ucl-jud-0130548-001-0025L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0189L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0189L.jpg,,None,,Monochrome,(93),,,,,,,,,,,
uni-ucl-jud-0130548-001-0026R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0190R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0190R.jpg,,None,,Monochrome,(92),,,,,,,,,,,
uni-ucl-jud-0130548-001-0027L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0187L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0187L.jpg,,None,,Monochrome,(91),,,,,,,,,,,
uni-ucl-jud-0130548-001-0028R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0188R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0188R.jpg,,None,,Monochrome,(90),,,,,,,,,,,
uni-ucl-jud-0130548-001-0029L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0185L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0185L.jpg,,None,,Monochrome,(89),,,,,,,,,,,
uni-ucl-jud-0130548-001-0030R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0186R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0186R.jpg,,None,,Monochrome,(88),,,,,,,,,,,
uni-ucl-jud-0130548-001-0031L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0183L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0183L.jpg,,None,,Monochrome,(87),,,,,,,,,,,
uni-ucl-jud-0130548-001-0032R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0184R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0184R.jpg,,None,,Monochrome,(86),,,,,,,,,,,
uni-ucl-jud-0130548-001-0033L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0181L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0181L.jpg,,Chapter page,,Monochrome,(85),,,,,,,,,,,
uni-ucl-jud-0130548-001-0034R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0182R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0182R.jpg,,None,,Monochrome,(84),,,,,,,,,,,
uni-ucl-jud-0130548-001-0035L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0179L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0179L.jpg,,None,,Monochrome,(83),,,,,,,,,,,
uni-ucl-jud-0130548-001-0036R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0180R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0180R.jpg,,None,,Monochrome,(82),,,,,,,,,,,
uni-ucl-jud-0130548-001-0037L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0177L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0177L.jpg,,None,,Monochrome,(81)|G5,,,,,,,,,,,
uni-ucl-jud-0130548-001-0038R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0178R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0178R.jpg,,None,,Monochrome,(80),,,,,,,,,,,
uni-ucl-jud-0130548-001-0039L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0175L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0175L.jpg,,None,,Monochrome,(79)|G4,,,,,,,,,,,
uni-ucl-jud-0130548-001-0040R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0176R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0176R.jpg,,None,,Monochrome,(78),,,,,,,,,,,
uni-ucl-jud-0130548-001-0041L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0173L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0173L.jpg,,None,,Monochrome,(77)|G3,,,,,,,,,,,
uni-ucl-jud-0130548-001-0042R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0174R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0174R.jpg,,None,,Monochrome,(76),,,,,,,,,,,
uni-ucl-jud-0130548-001-0043L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0171L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0171L.jpg,,None,,Monochrome,(75)|G2,,,,,,,,,,,
uni-ucl-jud-0130548-001-0044R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0172R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0172R.jpg,,None,,Monochrome,(74),,,,,,,,,,,
uni-ucl-jud-0130548-001-0045L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0169L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0169L.jpg,,None,,Monochrome,(73)|G,,,,,,,,,,,
uni-ucl-jud-0130548-001-0046R,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0170R.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0170R.jpg,,None,,Monochrome,(72),,,,,,,,,,,
uni-ucl-jud-0130548-001-0047L,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0167L.jpg,https://lrfhec.maxcommunications.co.uk/LRF/JUDAICA/IMAGES/20240807-2/uni-ucl-jud-0130548/uni-ucl-jud-0130548-001/uni-ucl-jud-0130548-001-0167L.jpg,,None,,Monochrome,(71),,,,,,,,,,,
