Item name,<pqid>,<title>,<author_name>,<author_corrected>,<author_uninverted>,<startdate>,<enddate>,<displaydate>,<imprint>,<publisher_printer>,<place_of_publication>,<country_of_publication>,<pagination>,<shelfmark>,<source_library>,<source_collection>,<language>,<illustrations>
uni-ucl-jud-0015053-002,uni-ucl-jud-0015053-002,"Grammatica Rabbi Mosche Kimhi : iuxta Hebraismum per Sebastianum Munsterum uersa, & iam denuo per eundem accuratius cum Hebraismo collata. Additum est & utilissimum in eandem Eliae Levitae commentarium difficiliorua quac pulchre explicans loca.",Rabbi Mosche Kimhi.,"Kimḥi, Moses, -approximately 1190.","Moses Kimhi, -approximately 1190.",15360101,15361231,"Mense Martio, Anno MDXXXVI [1536].",Basileae: Anno M. D. XXXVI. [1536],,Basel,Switzerland,"130, [66] p. ; 16 cm.",STRONG ROOM MOCATTA 1534 S1/1-3,University College London,"Special Collections, UCL Library",Latin,
uni-ucl-jud-0015053-003,uni-ucl-jud-0015053-003,Sefer Terkav,Elia Levita.,"Levita, Elia ",Elia Levita.,15360101,15361231,#N/A,Basileae: Anno M. D. XXXVI. [1536],,Basel,Switzerland,,,University College London,"Special Collections, UCL Library",Latin & Hebrew,
uni-ucl-jud-0130519-001,uni-ucl-jud-0130519-001,"[A charge against the Jews, and the Christian world, for not coming to Christ, who would have freely given them eternall life : delivered in a sermon, before the Right Honorable the House of Peers, in the Abbey Church at Westminster, on May 26. 1647, being the day of their publick fast /",VALENTINE (Thomas).,"Valentine, Thomas, 1585 or 1586-1665?","Thomas Valentine, 1585 or 1586-1665?",16470101,16471231,1647.].,"John Rothwell, 1647.",John Rothwell,,,"[2], 30 p. ; 18 cm.",STRONG ROOM MOCATTA 1647 V1 (2),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130524-001,uni-ucl-jud-0130524-001,"The petition of the Jewes for the repealing of the Act of Parliament for their banishment out of England. : Presented to his Excellency and the generall Councell of Officers on Fryday Jan. 5. 1648. With their favourable acceptance thereof. Also a petition of divers commanmanders [sic], prisoners in the Kings Bench, for the releasing of all prisoners for debt, according to the custome of other countries.",Joanna Cartwright.,"Cartwright, Joanna.",Joanna Cartwright.,16490101,16491231,1649,"London: George Roberts, 1649.",George Roberts,London,Britain,"[2], 6 p. ; 19 cm.",STRONG ROOM MOCATTA 1649 C1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130543-001,uni-ucl-jud-0130543-001,"An advertisement to the jury-men of England, touching witches. : Together with a difference between an English and Hebrew vvitch.","Filmer, Robert, 1588?-1653.","Filmer, Robert, 1588?-1653.","Robert Filmer, 1588?-1653.",16530101,16531231,1653,"London: Richard Royston, 1653.",Richard Royston,London,Britain,"[8], 24 p. ; 19 cm.",STRONG ROOM MOCATTA 1653 F4,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130546-001,uni-ucl-jud-0130546-001,"A narrative of the proceedings of a great councel of Jews, : assembled in the plain of Ageda in Hungaria, about 30 leagues distant from Búda, to examine the Scriptures concerning Christ; on the 12th of October 1650. By Samuel Brett there present. Also, a relation of some other observations in his travels beyond the seas; and particularly, in Ægypt, Macedonia, Dalmatia, Calabria, Apuleia, Cicilia, Assyria, Scalvonia, France, Spain, and Portugal; the islands of Cyprus, Candia, Pathmos, Delphos; the cities of Carthage, Corinth, Troy Constantinople, Venice, Naples, Leighorn, Florence, Millaine, Rome, Bottonia, Mantua, Genoa, Paris, &c.",Samuel Brett.,"Brett, Samuel.",Samuel Brett.,16550101,16551231,1655,"London: Richard Moon, 1655.",Richard Moon,London,Britian,"[4], 12 p. ; 19 cm.",STRONG ROOM MOCATTA 1655 B7,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130548-001,uni-ucl-jud-0130548-001,"Introductio ad lectionem linguarum orientalium : Hebraicæ Chaldaicæ Samaritanæ Syriacæ Arabicæ Persicæ Æthiopicæ Armenæ Coptæ. Consilium de earum studio foeliciter instituendo, & de libris quos in hunc finem sibi comparare debent studiosi. In usum tyronum qui linguas istas addiscere desiderant, præcipuè eorum qui sumptus ad biblia polyglotta (jam sub prælo imprimenda contulerunt. Præmittitur præfatio, in qua de hisce linguis, & de textuum, & versionum, quæ in dictis bibliis habentur, antiquitate, authoritate & usu, breviter disseritur, quidque in hac editione præ reliquis expectandum sit.","Walton, Brian, 1600-1661.","Walton, Brian, 1600-1661.","Brian Walton, 1600-1661.",16550101,16551231,[1655].,"Londini: Tho. Roycroft, 1655.",Tho. Roycroft,London,Britain,"[96], 112, [6] p. : ill. ; 15 cm.",STRONG ROOM MOCATTA 1655 W1,University College London,"Special Collections, UCL Library",Multiple,
uni-ucl-jud-0130555-001,uni-ucl-jud-0130555-001,"A visitation to the Iewes, : from them whom the Lord hath visited from on high, among whom he hath performed his promise made with Abraham, Isaac, and Jacob, and to his seed, which Moses saw, and the prophets gave testimonie of, to which seed the Apostles witnessed, which seed we are, which seed of Abraham Christ came according to the flesh, which we now witness, glory to the Lord for evermore. Also, a visitation to all you that have long had the Scriptures; but found out of the life of them that gave them forth, that are stumbling about the words, fighting and contending about them, imprisoning and persecuting them that witness the life that gave them fotth [sic]. Given forth by G.F.",G. F.,"Fox, George, 1624-1691.","George Fox, 1624-1691.",16560101,16561231,1656,"London: Giles Calvert, 1656.",Giles Calvert,London,Britain,"[2], 36 p. ; 19 cm.",STRONG ROOM MOCATTA 1656 F6,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130559-001,uni-ucl-jud-0130559-001,"Vindiciæ Judæorum, or A letter in answer to certain questions propounded by a noble and learned gentleman, touching the reproaches cast on the nation of the Jevves; : wherein all objections are candidly, and yet fully cleared. By Rabbi Menasseh Ben Israel a divine and a physician.",Rabbi Menaffeh Ben Israel,"Manasseh ben Israel, 1604-1657.","Manasseh ben Israel, 1604-1657.",16560101,16561231,in the year 1656.,"R. D.,1656.",R. D.,,,"[2], 41, [1] p. ; 20 cm.",STRONG ROOM MOCATTA 1656 M1 (3),University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130585-001,uni-ucl-jud-0130585-001,"Two conferences : one betwixt a papist and a Jew, the other betwixt a Protestant and a Jew: in two letters from a merchant in London, to his correspondent in Amsterdam.",N. H.,"Mayo, Richard, 1631?-1695.","Richard Mayo, 1631?-1695.",16790101,16791231,1679,"London: Tho. Parkhurst, 1679.",Tho. Parkhurst,London,Britain,"[2], 30, [2], 40 p. ; 20 cm.",STRONG ROOM MOCATTA 1679 M1,University College London,"Special Collections, UCL Library",English,
uni-ucl-jud-0130656-001,uni-ucl-jud-0130656-001,"Israel and England paralelled, : in a sermon preached before the honorable society of Grayes-Inne, upon Sunday in the afternoon, Aprill 16. 1648. By Paul Knell, Master in Arts of Clare-Hall in Cambridge. Sometimes chaplaine to a regiment of curiasiers in his Majesties Army.",Paul Knell,"Knell, Paul, 1615?-1664.","Paul Knell, 1615?-1664.",16480101,16481231,Printed in the Yeare 1648.,London: 1648.,,London,Britain,"[4], 19, [1] p. ; 19 cm.",STRONG ROOM MOCATTA 1648 K5,University College London,"Special Collections, UCL Library",English,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
,,#N/A,,#N/A,,,,#N/A,,,,,#N/A,#N/A,University College London,"Special Collections, UCL Library",#N/A,
